"Wavelength","depth","alpha","phi","radiance"
1,0.2,137.5,0,0.00019223
1,0.2,137.5,60,0.00016872
1,0.2,137.5,120,0.00021343
1,0.2,137.5,180,0.00021628
1,0.2,137.5,240,0.00015971
1,0.2,137.5,300,0.00018542
1,0.2,142.500015,0,0.00017854
1,0.2,142.500015,60,0.00016291
1,0.2,142.500015,120,0.00017707
1,0.2,142.500015,180,0.00018341
1,0.2,142.500015,240,0.00015928
1,0.2,142.500015,300,0.00017356
1,0.2,147.5,0,0.00015298
1,0.2,147.5,60,0.00014549
1,0.2,147.5,120,0.00018123
1,0.2,147.5,180,0.00018123
1,0.2,147.5,240,0.0001467
1,0.2,147.5,300,0.00015781
1,0.2,152.500015,0,0.00016191
1,0.2,152.500015,60,0.00013973
1,0.2,152.500015,120,0.00015589
1,0.2,152.500015,180,0.00016204
1,0.2,152.500015,240,0.00013839
1,0.2,152.500015,300,0.0001583
1,0.2,157.5,0,0.00014021
1,0.2,157.5,60,0.0001416
1,0.2,157.5,120,0.0001433
1,0.2,157.5,180,0.00015259
1,0.2,157.5,240,0.0001399
1,0.2,157.5,300,0.00015057
1,0.2,162.5,0,0.0001532
1,0.2,162.5,60,0.00011962
1,0.2,162.5,120,0.00015186
1,0.2,162.5,180,0.00014805
1,0.2,162.5,240,0.00012897
1,0.2,162.5,300,0.00014785
1,0.2,167.5,0,0.00013335
1,0.2,167.5,60,0.00012273
1,0.2,167.5,120,0.00014836
1,0.2,167.5,180,0.00014966
1,0.2,167.5,240,0.00013542
1,0.2,167.5,300,0.00013827
1,0.2,172.5,0,0.00012895
1,0.2,172.5,60,0.00015559
1,0.2,172.5,120,0.00010993
1,0.2,172.5,180,0.00010824
1,0.2,172.5,240,0.00014882
1,0.2,172.5,300,0.00014206
1,0.2,177.5,0,0.00016814
1,0.2,177.5,60,7.6539e-05
1,0.2,177.5,120,0.00017441
1,0.2,177.5,180,0.00015935
1,0.2,177.5,240,6.7756e-05
1,0.2,177.5,300,0.00017441
1,0.3,2.5,0,0.0015935
1,0.3,2.5,60,0.00045798
1,0.3,2.5,120,0.0024191
1,0.3,2.5,180,0.0025584
1,0.3,2.5,240,0.00047053
1,0.3,2.5,300,0.0015709
1,0.3,7.5,0,0.00081768
1,0.3,7.5,60,0.0016185
1,0.3,7.5,120,0.0019778
1,0.3,7.5,180,0.0020324
1,0.3,7.5,240,0.0016633
1,0.3,7.5,300,0.00084601
1,0.3,12.500001,0,0.0007224
1,0.3,12.500001,60,0.0013557
1,0.3,12.500001,120,0.0029688
1,0.3,12.500001,180,0.0030206
1,0.3,12.500001,240,0.0013674
1,0.3,12.500001,300,0.00072706
1,0.3,17.5,0,0.00060802
1,0.3,17.5,60,0.0011695
1,0.3,17.5,120,0.0044671
1,0.3,17.5,180,0.0045902
1,0.3,17.5,240,0.0011237
1,0.3,17.5,300,0.00062213
1,0.3,22.5,0,0.0004542
1,0.3,22.5,60,0.0011193
1,0.3,22.5,120,0.0068336
1,0.3,22.5,180,0.0068853
1,0.3,22.5,240,0.0011416
1,0.3,22.5,300,0.00045714
1,0.3,27.5,0,0.00039795
1,0.3,27.5,60,0.0010615
1,0.3,27.5,120,0.011359
1,0.3,27.5,180,0.011416
1,0.3,27.5,240,0.0010552
1,0.3,27.5,300,0.00039475
1,0.3,32.5,0,0.00034978
1,0.3,32.5,60,0.0010332
1,0.3,32.5,120,0.020374
1,0.3,32.5,180,0.020614
1,0.3,32.5,240,0.0010224
1,0.3,32.5,300,0.00036391
1,0.3,37.5,0,0.000318
1,0.3,37.5,60,0.0010058
1,0.3,37.5,120,0.077897
1,0.3,37.5,180,0.078791
1,0.3,37.5,240,0.00099602
1,0.3,37.5,300,0.00031426
1,0.3,42.500004,0,0.00027802
1,0.3,42.500004,60,0.00080209
1,0.3,42.500004,120,0.12237
1,0.3,42.500004,180,6.4472
1,0.3,42.500004,240,0.00078649
1,0.3,42.500004,300,0.00029592
1,0.3,47.499996,0,0.00032393
1,0.3,47.499996,60,0.00090358
1,0.3,47.499996,120,0.022831
1,0.3,47.499996,180,0.022839
1,0.3,47.499996,240,0.00091248
1,0.3,47.499996,300,0.00033195
1,0.3,52.5,0,0.00036864
1,0.3,52.5,60,0.00080071
1,0.3,52.5,120,0.012791
1,0.3,52.5,180,0.012825
1,0.3,52.5,240,0.00080978
1,0.3,52.5,300,0.00037611
1,0.3,57.5,0,0.00035956
1,0.3,57.5,60,0.00082392
1,0.3,57.5,120,0.0080776
1,0.3,57.5,180,0.0080916
1,0.3,57.5,240,0.00084022
1,0.3,57.5,300,0.00037296
1,0.3,62.5,0,0.00035774
1,0.3,62.5,60,0.00078335
1,0.3,62.5,120,0.0058522
1,0.3,62.5,180,0.0058417
1,0.3,62.5,240,0.00076732
1,0.3,62.5,300,0.00034318
1,0.3,67.5,0,0.00034402
1,0.3,67.5,60,0.00072362
1,0.3,67.5,120,0.0045059
1,0.3,67.5,180,0.0045016
1,0.3,67.5,240,0.00071589
1,0.3,67.5,300,0.00035469
1,0.3,72.500008,0,0.00035981
1,0.3,72.500008,60,0.00074118
1,0.3,72.500008,120,0.00372
1,0.3,72.500008,180,0.0036815
1,0.3,72.500008,240,0.00075205
1,0.3,72.500008,300,0.00034932
1,0.3,77.500008,0,0.00035602
1,0.3,77.500008,60,0.00071101
1,0.3,77.500008,120,0.0032311
1,0.3,77.500008,180,0.0032128
1,0.3,77.500008,240,0.00074182
1,0.3,77.500008,300,0.00035007
1,0.3,82.5,0,0.00034711
1,0.3,82.5,60,0.00066717
1,0.3,82.5,120,0.0027596
1,0.3,82.5,180,0.0026856
1,0.3,82.5,240,0.00064645
1,0.3,82.5,300,0.00033527
1,0.3,87.5,0,0.00031388
1,0.3,87.5,60,0.00058382
1,0.3,87.5,120,0.0022524
1,0.3,87.5,180,0.0022411
1,0.3,87.5,240,0.00059512
1,0.3,87.5,300,0.00034904
1,0.3,92.5,0,0.00027119
1,0.3,92.5,60,0.00042311
1,0.3,92.5,120,0.0013585
1,0.3,92.5,180,0.0013221
1,0.3,92.5,240,0.00045827
1,0.3,92.5,300,0.00024483
1,0.3,97.5,0,0.00023507
1,0.3,97.5,60,0.00037882
1,0.3,97.5,120,0.00099906
1,0.3,97.5,180,0.0010054
1,0.3,97.5,240,0.0003691
1,0.3,97.5,300,0.00023211
1,0.3,102.500008,0,0.00019834
1,0.3,102.500008,60,0.00032728
1,0.3,102.500008,120,0.00077937
1,0.3,102.500008,180,0.00077263
1,0.3,102.500008,240,0.00031252
1,0.3,102.500008,300,0.00020688
1,0.3,107.5,0,0.00019212
1,0.3,107.5,60,0.00027434
1,0.3,107.5,120,0.00057348
1,0.3,107.5,180,0.00056223
1,0.3,107.5,240,0.00026843
1,0.3,107.5,300,0.00019192
1,0.3,112.500008,0,0.00017564
1,0.3,112.500008,60,0.00022331
1,0.3,112.500008,120,0.00046302
1,0.3,112.500008,180,0.00046116
1,0.3,112.500008,240,0.00022192
1,0.3,112.500008,300,0.00017858
1,0.3,117.5,0,0.00016631
1,0.3,117.5,60,0.00020813
1,0.3,117.5,120,0.00038686
1,0.3,117.5,180,0.00038139
1,0.3,117.5,240,0.00020813
1,0.3,117.5,300,0.00015937
1,0.3,122.500008,0,0.00015769
1,0.3,122.500008,60,0.0001991
1,0.3,122.500008,120,0.0003074
1,0.3,122.500008,180,0.00030173
1,0.3,122.500008,240,0.00017942
1,0.3,122.500008,300,0.00015829
1,0.3,127.5,0,0.00016574
1,0.3,127.5,60,0.00016846
1,0.3,127.5,120,0.00025444
1,0.3,127.5,180,0.0002549
1,0.3,127.5,240,0.00016585
1,0.3,127.5,300,0.00015894
1,0.3,132.5,0,0.00014675
1,0.3,132.5,60,0.00015807
1,0.3,132.5,120,0.00021639
1,0.3,132.5,180,0.00020969
1,0.3,132.5,240,0.00016466
1,0.3,132.5,300,0.0001551
1,0.3,137.5,0,0.0001685
1,0.3,137.5,60,0.00015005
1,0.3,137.5,120,0.00018641
1,0.3,137.5,180,0.00019212
1,0.3,137.5,240,0.00014368
1,0.3,137.5,300,0.00016279
1,0.3,142.500015,0,0.00015464
1,0.3,142.500015,60,0.00014138
1,0.3,142.500015,120,0.00015554
1,0.3,142.500015,180,0.00015962
1,0.3,142.500015,240,0.00013946
1,0.3,142.500015,300,0.00015498
1,0.3,147.5,0,0.00013499
1,0.3,147.5,60,0.00012545
1,0.3,147.5,120,0.00015865
1,0.3,147.5,180,0.00016384
1,0.3,147.5,240,0.00013076
1,0.3,147.5,300,0.00013559
1,0.3,152.500015,0,0.0001388
1,0.3,152.500015,60,0.0001229
1,0.3,152.500015,120,0.00013145
1,0.3,152.500015,180,0.00014574
1,0.3,152.500015,240,0.00012557
1,0.3,152.500015,300,0.0001424
1,0.3,157.5,0,0.00012535
1,0.3,157.5,60,0.00012396
1,0.3,157.5,120,0.00012844
1,0.3,157.5,180,0.00012906
1,0.3,157.5,240,0.0001269
1,0.3,157.5,300,0.00013123
1,0.3,162.5,0,0.00013774
1,0.3,162.5,60,0.00010665
1,0.3,162.5,120,0.00013469
1,0.3,162.5,180,0.00013088
1,0.3,162.5,240,0.00011676
1,0.3,162.5,300,0.00013297
1,0.3,167.5,0,0.00011755
1,0.3,167.5,60,0.00010409
1,0.3,167.5,120,0.00012092
1,0.3,167.5,180,0.00012739
1,0.3,167.5,240,0.00011626
1,0.3,167.5,300,0.00012325
1,0.3,172.5,0,0.00011119
1,0.3,172.5,60,0.00013445
1,0.3,172.5,120,9.0901e-05
1,0.3,172.5,180,9.3437e-05
1,0.3,172.5,240,0.00012261
1,0.3,172.5,300,0.00012726
1,0.3,177.5,0,0.0001581
1,0.3,177.5,60,7.2775e-05
1,0.3,177.5,120,0.00015684
1,0.3,177.5,180,0.0001443
1,0.3,177.5,240,5.7718e-05
1,0.3,177.5,300,0.00014304
1,0.4,2.5,0,0.0018282
1,0.4,2.5,60,0.00054707
1,0.4,2.5,120,0.0028671
1,0.4,2.5,180,0.0029976
1,0.4,2.5,240,0.000596
1,0.4,2.5,300,0.0018671
1,0.4,7.5,0,0.00097242
1,0.4,7.5,60,0.0019051
1,0.4,7.5,120,0.0023516
1,0.4,7.5,180,0.0023968
1,0.4,7.5,240,0.0019829
1,0.4,7.5,300,0.0010109
1,0.4,12.500001,0,0.00086921
1,0.4,12.500001,60,0.0016126
1,0.4,12.500001,120,0.0035136
1,0.4,12.500001,180,0.0035602
1,0.4,12.500001,240,0.0016118
1,0.4,12.500001,300,0.00087362
1,0.4,17.5,0,0.00072382
1,0.4,17.5,60,0.0013904
1,0.4,17.5,120,0.0053176
1,0.4,17.5,180,0.0054073
1,0.4,17.5,240,0.0013498
1,0.4,17.5,300,0.00073393
1,0.4,22.5,0,0.00052384
1,0.4,22.5,60,0.0013321
1,0.4,22.5,120,0.0080721
1,0.4,22.5,180,0.0080437
1,0.4,22.5,240,0.0013535
1,0.4,22.5,300,0.00053575
1,0.4,27.5,0,0.00046434
1,0.4,27.5,60,0.0012466
1,0.4,27.5,120,0.01334
1,0.4,27.5,180,0.013397
1,0.4,27.5,240,0.0012361
1,0.4,27.5,300,0.00047116
1,0.4,32.5,0,0.00040049
1,0.4,32.5,60,0.0012104
1,0.4,32.5,120,0.023757
1,0.4,32.5,180,0.024036
1,0.4,32.5,240,0.0012107
1,0.4,32.5,300,0.00042392
1,0.4,37.5,0,0.00037034
1,0.4,37.5,60,0.0011819
1,0.4,37.5,120,0.089467
1,0.4,37.5,180,0.090493
1,0.4,37.5,240,0.0011755
1,0.4,37.5,300,0.00036682
1,0.4,42.500004,0,0.00032239
1,0.4,42.500004,60,0.0009361
1,0.4,42.500004,120,0.13983
1,0.4,42.500004,180,5.5135
1,0.4,42.500004,240,0.00091028
1,0.4,42.500004,300,0.0003392
1,0.4,47.499996,0,0.0003481
1,0.4,47.499996,60,0.0010229
1,0.4,47.499996,120,0.026101
1,0.4,47.499996,180,0.026171
1,0.4,47.499996,240,0.0010275
1,0.4,47.499996,300,0.00036348
1,0.4,52.5,0,0.00037951
1,0.4,52.5,60,0.00087956
1,0.4,52.5,120,0.014568
1,0.4,52.5,180,0.014585
1,0.4,52.5,240,0.00088262
1,0.4,52.5,300,0.00038642
1,0.4,57.5,0,0.00036451
1,0.4,57.5,60,0.00089854
1,0.4,57.5,120,0.0090744
1,0.4,57.5,180,0.0090696
1,0.4,57.5,240,0.00091569
1,0.4,57.5,300,0.00038516
1,0.4,62.5,0,0.00036255
1,0.4,62.5,60,0.00082783
1,0.4,62.5,120,0.0064273
1,0.4,62.5,180,0.0064138
1,0.4,62.5,240,0.00081821
1,0.4,62.5,300,0.00034919
1,0.4,67.5,0,0.00034386
1,0.4,67.5,60,0.00073647
1,0.4,67.5,120,0.0048241
1,0.4,67.5,180,0.0048221
1,0.4,67.5,240,0.00073709
1,0.4,67.5,300,0.00035067
1,0.4,72.500008,0,0.0003455
1,0.4,72.500008,60,0.00074347
1,0.4,72.500008,120,0.0038585
1,0.4,72.500008,180,0.0038246
1,0.4,72.500008,240,0.00076903
1,0.4,72.500008,300,0.00032795
1,0.4,77.500008,0,0.00034126
1,0.4,77.500008,60,0.00069056
1,0.4,77.500008,120,0.0032039
1,0.4,77.500008,180,0.0031718
1,0.4,77.500008,240,0.00072577
1,0.4,77.500008,300,0.00033194
1,0.4,82.5,0,0.00030737
1,0.4,82.5,60,0.00060671
1,0.4,82.5,120,0.0025909
1,0.4,82.5,180,0.0025067
1,0.4,82.5,240,0.00058345
1,0.4,82.5,300,0.00030568
1,0.4,87.5,0,0.00027496
1,0.4,87.5,60,0.000511
1,0.4,87.5,120,0.00198
1,0.4,87.5,180,0.0020151
1,0.4,87.5,240,0.00050849
1,0.4,87.5,300,0.00027998
1,0.4,92.5,0,0.00021595
1,0.4,92.5,60,0.00039424
1,0.4,92.5,120,0.001071
1,0.4,92.5,180,0.0012066
1,0.4,92.5,240,0.00039424
1,0.4,92.5,300,0.00023981
1,0.4,97.5,0,0.00020167
1,0.4,97.5,60,0.00031498
1,0.4,97.5,120,0.00085954
1,0.4,97.5,180,0.00091154
1,0.4,97.5,240,0.00033485
1,0.4,97.5,300,0.00022323
1,0.4,102.500008,0,0.0001595
1,0.4,102.500008,60,0.00028508
1,0.4,102.500008,120,0.0007079
1,0.4,102.500008,180,0.00068589
1,0.4,102.500008,240,0.00027757
1,0.4,102.500008,300,0.00018384
1,0.4,107.5,0,0.00017533
1,0.4,107.5,60,0.00023809
1,0.4,107.5,120,0.00050347
1,0.4,107.5,180,0.00049278
1,0.4,107.5,240,0.00023657
1,0.4,107.5,300,0.00016407
1,0.4,112.500008,0,0.00015615
1,0.4,112.500008,60,0.00019839
1,0.4,112.500008,120,0.00040638
1,0.4,112.500008,180,0.0004022
1,0.4,112.500008,240,0.00019561
1,0.4,112.500008,300,0.00015599
1,0.4,117.5,0,0.00014294
1,0.4,117.5,60,0.00017834
1,0.4,117.5,120,0.00034225
1,0.4,117.5,180,0.00032635
1,0.4,117.5,240,0.00018315
1,0.4,117.5,300,0.00013799
1,0.4,122.500008,0,0.00013269
1,0.4,122.500008,60,0.00017737
1,0.4,122.500008,120,0.00025995
1,0.4,122.500008,180,0.00026237
1,0.4,122.500008,240,0.00015889
1,0.4,122.500008,300,0.00014054
1,0.4,127.5,0,0.00014784
1,0.4,127.5,60,0.00014546
1,0.4,127.5,120,0.00022589
1,0.4,127.5,180,0.00022544
1,0.4,127.5,240,0.00014727
1,0.4,127.5,300,0.00014637
1,0.4,132.5,0,0.00012918
1,0.4,132.5,60,0.00014071
1,0.4,132.5,120,0.00019168
1,0.4,132.5,180,0.00018509
1,0.4,132.5,240,0.00014214
1,0.4,132.5,300,0.00013676
1,0.4,137.5,0,0.00015356
1,0.4,137.5,60,0.00013181
1,0.4,137.5,120,0.00016334
1,0.4,137.5,180,0.00016916
1,0.4,137.5,240,0.0001261
1,0.4,137.5,300,0.00014554
1,0.4,142.500015,0,0.00013289
1,0.4,142.500015,60,0.00011884
1,0.4,142.500015,120,0.00013764
1,0.4,142.500015,180,0.00014116
1,0.4,142.500015,240,0.00012416
1,0.4,142.500015,300,0.00013391
1,0.4,147.5,0,0.00011845
1,0.4,147.5,60,0.00011241
1,0.4,147.5,120,0.00013644
1,0.4,147.5,180,0.00014175
1,0.4,147.5,240,0.00011446
1,0.4,147.5,300,0.00011857
1,0.4,152.500015,0,0.00011809
1,0.4,152.500015,60,0.00010727
1,0.4,152.500015,120,0.00011715
1,0.4,152.500015,180,0.00012771
1,0.4,152.500015,240,0.0001082
1,0.4,152.500015,300,0.00012397
1,0.4,157.5,0,0.00011096
1,0.4,157.5,60,0.00010941
1,0.4,157.5,120,0.00011421
1,0.4,157.5,180,0.00011018
1,0.4,157.5,240,0.00011204
1,0.4,157.5,300,0.00011374
1,0.4,162.5,0,0.00011695
1,0.4,162.5,60,9.3291e-05
1,0.4,162.5,120,0.00011657
1,0.4,162.5,180,0.00011867
1,0.4,162.5,240,0.00010169
1,0.4,162.5,300,0.00011619
1,0.4,167.5,0,0.00010745
1,0.4,167.5,60,8.7517e-05
1,0.4,167.5,120,0.00010771
1,0.4,167.5,180,0.00010927
1,0.4,167.5,240,9.6579e-05
1,0.4,167.5,300,0.00010875
1,0.4,172.5,0,0.00010274
1,0.4,172.5,60,0.00011965
1,0.4,172.5,120,7.9485e-05
1,0.4,172.5,180,8.2867e-05
1,0.4,172.5,240,0.00010612
1,0.4,172.5,300,0.00011373
1,0.4,177.5,0,0.00014053
1,0.4,177.5,60,5.1444e-05
1,0.4,177.5,120,0.00014304
1,0.4,177.5,180,0.00013928
1,0.4,177.5,240,5.5209e-05
1,0.4,177.5,300,0.0001192
1,0.5,2.5,0,0.0020465
1,0.5,2.5,60,0.00064368
1,0.5,2.5,120,0.0031783
1,0.5,2.5,180,0.0033238
1,0.5,2.5,240,0.0007014
1,0.5,2.5,300,0.0020189
1,0.5,7.5,0,0.0010798
1,0.5,7.5,60,0.0021491
1,0.5,7.5,120,0.0025685
1,0.5,7.5,180,0.0026425
1,0.5,7.5,240,0.002182
1,0.5,7.5,300,0.0011267
1,0.5,12.500001,0,0.00097304
1,0.5,12.500001,60,0.0017858
1,0.5,12.500001,120,0.0039106
1,0.5,12.500001,180,0.0039297
1,0.5,12.500001,240,0.0017861
1,0.5,12.500001,300,0.00096139
1,0.5,17.5,0,0.00080509
1,0.5,17.5,60,0.0015323
1,0.5,17.5,120,0.0059096
1,0.5,17.5,180,0.005947
1,0.5,17.5,240,0.0014982
1,0.5,17.5,300,0.0008152
1,0.5,22.5,0,0.00057707
1,0.5,22.5,60,0.0014801
1,0.5,22.5,120,0.0088895
1,0.5,22.5,180,0.0088608
1,0.5,22.5,240,0.0014931
1,0.5,22.5,300,0.00058868
1,0.5,27.5,0,0.00050789
1,0.5,27.5,60,0.0013845
1,0.5,27.5,120,0.014625
1,0.5,27.5,180,0.014725
1,0.5,27.5,240,0.0013635
1,0.5,27.5,300,0.00052299
1,0.5,32.5,0,0.0004477
1,0.5,32.5,60,0.001324
1,0.5,32.5,120,0.025964
1,0.5,32.5,180,0.02622
1,0.5,32.5,240,0.001329
1,0.5,32.5,300,0.00046376
1,0.5,37.5,0,0.00040727
1,0.5,37.5,60,0.0013016
1,0.5,37.5,120,0.096514
1,0.5,37.5,180,0.097432
1,0.5,37.5,240,0.0012805
1,0.5,37.5,300,0.00040398
1,0.5,42.500004,0,0.00035139
1,0.5,42.500004,60,0.0010274
1,0.5,42.500004,120,0.14972
1,0.5,42.500004,180,4.7149
1,0.5,42.500004,240,0.00099003
1,0.5,42.500004,300,0.00036512
1,0.5,47.499996,0,0.00036326
1,0.5,47.499996,60,0.0011002
1,0.5,47.499996,120,0.027992
1,0.5,47.499996,180,0.028104
1,0.5,47.499996,240,0.001097
1,0.5,47.499996,300,0.0003794
1,0.5,52.5,0,0.00038529
1,0.5,52.5,60,0.00093043
1,0.5,52.5,120,0.015535
1,0.5,52.5,180,0.015593
1,0.5,52.5,240,0.00091434
1,0.5,52.5,300,0.00039616
1,0.5,57.5,0,0.00036403
1,0.5,57.5,60,0.00093005
1,0.5,57.5,120,0.0096219
1,0.5,57.5,180,0.0095881
1,0.5,57.5,240,0.00094032
1,0.5,57.5,300,0.00037707
1,0.5,62.5,0,0.00035547
1,0.5,62.5,60,0.00084573
1,0.5,62.5,120,0.0066794
1,0.5,62.5,180,0.0066777
1,0.5,62.5,240,0.00083157
1,0.5,62.5,300,0.00034799
1,0.5,67.5,0,0.00033055
1,0.5,67.5,60,0.0007439
1,0.5,67.5,120,0.004906
1,0.5,67.5,180,0.0048993
1,0.5,67.5,240,0.0007357
1,0.5,67.5,300,0.00034169
1,0.5,72.500008,0,0.00032566
1,0.5,72.500008,60,0.00072287
1,0.5,72.500008,120,0.0037992
1,0.5,72.500008,180,0.0037649
1,0.5,72.500008,240,0.00074271
1,0.5,72.500008,300,0.00031555
1,0.5,77.500008,0,0.00030372
1,0.5,77.500008,60,0.00064395
1,0.5,77.500008,120,0.003031
1,0.5,77.500008,180,0.0029909
1,0.5,77.500008,240,0.00066544
1,0.5,77.500008,300,0.00030683
1,0.5,82.5,0,0.00027524
1,0.5,82.5,60,0.00056189
1,0.5,82.5,120,0.002338
1,0.5,82.5,180,0.002207
1,0.5,82.5,240,0.00050439
1,0.5,82.5,300,0.00027059
1,0.5,87.5,0,0.00025487
1,0.5,87.5,60,0.00050221
1,0.5,87.5,120,0.0017377
1,0.5,87.5,180,0.001705
1,0.5,87.5,240,0.00042814
1,0.5,87.5,300,0.00021846
1,0.5,92.5,0,0.00019084
1,0.5,92.5,60,0.00034778
1,0.5,92.5,120,0.0010509
1,0.5,92.5,180,0.0011137
1,0.5,92.5,240,0.00032393
1,0.5,92.5,300,0.00020591
1,0.5,97.5,0,0.00020083
1,0.5,97.5,60,0.00027355
1,0.5,97.5,120,0.00076737
1,0.5,97.5,180,0.0007957
1,0.5,97.5,240,0.00029595
1,0.5,97.5,300,0.00019491
1,0.5,102.500008,0,0.0001406
1,0.5,102.500008,60,0.0002597
1,0.5,102.500008,120,0.00060873
1,0.5,102.500008,180,0.00060252
1,0.5,102.500008,240,0.00025763
1,0.5,102.500008,300,0.00016002
1,0.5,107.5,0,0.00014404
1,0.5,107.5,60,0.00021405
1,0.5,107.5,120,0.00043574
1,0.5,107.5,180,0.00043746
1,0.5,107.5,240,0.00020528
1,0.5,107.5,300,0.00014805
1,0.5,112.500008,0,0.00013371
1,0.5,112.500008,60,0.00017224
1,0.5,112.500008,120,0.00035996
1,0.5,112.500008,180,0.00035268
1,0.5,112.500008,240,0.00017828
1,0.5,112.500008,300,0.00012814
1,0.5,117.5,0,0.00012437
1,0.5,117.5,60,0.0001603
1,0.5,117.5,120,0.0003007
1,0.5,117.5,180,0.00028654
1,0.5,117.5,240,0.00016792
1,0.5,117.5,300,0.00012504
1,0.5,122.500008,0,0.00011989
1,0.5,122.500008,60,0.0001496
1,0.5,122.500008,120,0.00023122
1,0.5,122.500008,180,0.0002259
1,0.5,122.500008,240,0.00013945
1,0.5,122.500008,300,0.00012243
1,0.5,127.5,0,0.00013187
1,0.5,127.5,60,0.00012937
1,0.5,127.5,120,0.00019769
1,0.5,127.5,180,0.00019689
1,0.5,127.5,240,0.00012665
1,0.5,127.5,300,0.00012462
1,0.5,132.5,0,0.00011545
1,0.5,132.5,60,0.00012676
1,0.5,132.5,120,0.00017213
1,0.5,132.5,180,0.00015993
1,0.5,132.5,240,0.00012149
1,0.5,132.5,300,0.00011655
1,0.5,137.5,0,0.00013214
1,0.5,137.5,60,0.00011314
1,0.5,137.5,120,0.00014686
1,0.5,137.5,180,0.00015268
1,0.5,137.5,240,0.00011182
1,0.5,137.5,300,0.00012325
1,0.5,142.500015,0,0.00011351
1,0.5,142.500015,60,0.00010332
1,0.5,142.500015,120,0.00012122
1,0.5,142.500015,180,0.00012428
1,0.5,142.500015,240,0.00011102
1,0.5,142.500015,300,0.00011612
1,0.5,147.5,0,0.0001071
1,0.5,147.5,60,0.00010359
1,0.5,147.5,120,0.00011519
1,0.5,147.5,180,0.00012678
1,0.5,147.5,240,0.00010359
1,0.5,147.5,300,0.00010468
1,0.5,152.500015,0,0.00010286
1,0.5,152.500015,60,9.538e-05
1,0.5,152.500015,120,0.00010807
1,0.5,152.500015,180,0.00011288
1,0.5,152.500015,240,9.5647e-05
1,0.5,152.500015,300,0.0001078
1,0.5,157.5,0,9.5173e-05
1,0.5,157.5,60,9.7959e-05
1,0.5,157.5,120,0.00010337
1,0.5,157.5,180,9.703e-05
1,0.5,157.5,240,9.5947e-05
1,0.5,157.5,300,0.00010121
1,0.5,162.5,0,0.00010359
1,0.5,162.5,60,8.2989e-05
1,0.5,162.5,120,9.9206e-05
1,0.5,162.5,180,0.0001076
1,0.5,162.5,240,8.7186e-05
1,0.5,162.5,300,0.00010016
1,0.5,167.5,0,9.5803e-05
1,0.5,167.5,60,7.949e-05
1,0.5,167.5,120,9.5026e-05
1,0.5,167.5,180,0.00010046
1,0.5,167.5,240,8.2856e-05
1,0.5,167.5,300,9.7874e-05
1,0.5,172.5,0,8.5404e-05
1,0.5,172.5,60,0.00010781
1,0.5,172.5,120,6.807e-05
1,0.5,172.5,180,7.3989e-05
1,0.5,172.5,240,9.1746e-05
1,0.5,172.5,300,9.8088e-05
1,0.5,177.5,0,0.00011418
1,0.5,177.5,60,4.8935e-05
1,0.5,177.5,120,0.00012798
1,0.5,177.5,180,0.0001192
1,0.5,177.5,240,4.3916e-05
1,0.5,177.5,300,0.00010665
1,0.6,2.5,0,0.0022046
1,0.6,2.5,60,0.00072775
1,0.6,2.5,120,0.003369
1,0.6,2.5,180,0.003507
1,0.6,2.5,240,0.00074908
1,0.6,2.5,300,0.0021745
1,0.6,7.5,0,0.0011458
1,0.6,7.5,60,0.0022869
1,0.6,7.5,120,0.0027486
1,0.6,7.5,180,0.0028065
1,0.6,7.5,240,0.0023427
1,0.6,7.5,300,0.0012062
1,0.6,12.500001,0,0.0010259
1,0.6,12.500001,60,0.0018977
1,0.6,12.500001,120,0.0041503
1,0.6,12.500001,180,0.0041677
1,0.6,12.500001,240,0.0018935
1,0.6,12.500001,300,0.0010256
1,0.6,17.5,0,0.00084916
1,0.6,17.5,60,0.0016304
1,0.6,17.5,120,0.0062484
1,0.6,17.5,180,0.0062948
1,0.6,17.5,240,0.0015888
1,0.6,17.5,300,0.00086194
1,0.6,22.5,0,0.00061004
1,0.6,22.5,60,0.001568
1,0.6,22.5,120,0.0093641
1,0.6,22.5,180,0.0093848
1,0.6,22.5,240,0.0015653
1,0.6,22.5,300,0.00063371
1,0.6,27.5,0,0.0005481
1,0.6,27.5,60,0.0014709
1,0.6,27.5,120,0.015434
1,0.6,27.5,180,0.015478
1,0.6,27.5,240,0.001455
1,0.6,27.5,300,0.00056199
1,0.6,32.5,0,0.00047716
1,0.6,32.5,60,0.0014019
1,0.6,32.5,120,0.02715
1,0.6,32.5,180,0.027443
1,0.6,32.5,240,0.0014065
1,0.6,32.5,300,0.00048694
1,0.6,37.5,0,0.00042517
1,0.6,37.5,60,0.0013636
1,0.6,37.5,120,0.099987
1,0.6,37.5,180,0.10077
1,0.6,37.5,240,0.0013482
1,0.6,37.5,300,0.00042177
1,0.6,42.500004,0,0.00036765
1,0.6,42.500004,60,0.0010805
1,0.6,42.500004,120,0.15397
1,0.6,42.500004,180,4.0322
1,0.6,42.500004,240,0.0010503
1,0.6,42.500004,300,0.00038391
1,0.6,47.499996,0,0.00037051
1,0.6,47.499996,60,0.0011347
1,0.6,47.499996,120,0.02882
1,0.6,47.499996,180,0.02904
1,0.6,47.499996,240,0.0011328
1,0.6,47.499996,300,0.00038193
1,0.6,52.5,0,0.00038178
1,0.6,52.5,60,0.00094232
1,0.6,52.5,120,0.015939
